movieId	title	genres	imdbId	averageRating	numVotes	directors	cast	movie_year
1748	Dark City (1998)	Adventure|Film-Noir|Sci-Fi|Thriller	118929	7.6	213088	nm0001639	nm0001722|nm0000662|nm0000124|nm0000458|nm0639782	1998
1752	Hard Rain (1998)	Action|Crime|Thriller	120696	5.9	37390	nm0004121	nm0000151|nm0000225|nm0001642|nm0000378|nm0000799	1998
1753	Half Baked (1998)	Comedy	120693	6.6	68052	nm0205542	nm0152638|nm0152638|nm0246585|nm0108028|nm0005558	1998
1754	Fallen (1998)	Crime|Drama|Fantasy|Thriller	119099	7.0	93208	nm0387706	nm0000243|nm0000422|nm0000661|nm0001110|nm0001254	1998
1755	Shooting Fish (1997)	Comedy|Romance	120122	6.5	7861	nm0777447	nm0001246|nm0870204|nm0000295|nm0178357|nm0153147	1997
1757	Fallen Angels (Duo luo tian shi) (1995)	Drama|Romance	112913	7.5	51398	nm0939182	nm0481709|nm0481709|nm0718348|nm0437580|nm0947777	1995
1759	Four Days in September (O Que Ã Isso, Companheiro?) (1997)	Drama	119815	7.4	5413	nm0000853	nm0000273|nm0136690|nm0136690|nm0868639|nm0347300	1997
1760	Spice World (1997)	Comedy	120185	3.7	37935	nm0818639	nm0114256|nm0001978|nm0004822|nm0001312|nm0065751	1997
1762	Deep Rising (1998)	Action|Horror|Sci-Fi	118956	6.1	40998	nm0814085	nm0001852|nm0000463|nm0372217|nm0640413|nm0836071	1998
1767	Music From Another Room (1998)	Drama|Romance	119734	6.3	5446	nm0676361	nm0000179|nm0000236|nm0001543|nm0000588|nm0000950	1998
1769	Replacement Killers, The (1998)	Action|Crime|Thriller	120008	6.1	30618	nm0298807	nm0000334|nm0000227|nm0740264|nm0874684|nm0001638	1998
1770	B. Monkey (1998)	Crime|Romance|Thriller	120594	5.9	3591	nm0705535	nm0000782|nm0364813|nm0000391|nm0001667|nm0908729	1998
1771	Night Flier (1997)	Horror	119784	6.0	12089	nm0667630	nm0001208|nm0258195|nm0597517|nm0609040|nm0071525	1997
1772	Blues Brothers 2000 (1998)	Action|Comedy|Musical	118747	4.9	34883	nm0000484	nm0000101|nm0000422|nm0505979|nm0205569|nm0000568	1998
1777	Wedding Singer, The (1998)	Comedy|Romance	120888	6.9	162943	nm0178997	nm0001191|nm0000106|nm0852132|nm0184445|nm0322182	1998
1779	Sphere (1998)	Sci-Fi|Thriller	120184	6.1	112804	nm0001469	nm0000163|nm0000232|nm0000168|nm0001075|nm0000630	1998
1783	Palmetto (1998)	Crime|Drama|Mystery|Romance|Thriller	120782	6.1	8480	nm0772522	nm0000437|nm0000223|nm0000223|nm0000153|nm0388744	1998
1784	As Good as It Gets (1997)	Comedy|Drama|Romance	119822	7.7	319572	nm0000985	nm0000197|nm0000166|nm0001427|nm0000421|nm0000240	1997
1785	King of New York (1990)	Crime|Thriller	99939	6.9	42395	nm0001206	nm0000686|nm0000325|nm0000401|nm0034519|nm0000648	1990
1791	Twilight (1998)	Crime|Drama|Thriller	119594	6.2	14209	nm0000914	nm0000056|nm0000215|nm0000432|nm0000702|nm0000330	1998
1792	U.S. Marshals (1998)	Action|Crime|Thriller	120873	6.6	113807	nm0000829	nm0000169|nm0000648|nm0000375|nm0001592|nm0736263	1998
1793	Welcome to Woop-Woop (1997)	Comedy	120491	5.7	2092	nm0254632	nm0000628|nm0001792|nm0692305|nm0806657|nm0596170	1997
1794	Love and Death on Long Island (1997)	Comedy|Drama	119574	6.9	4168	nm0477193	nm0000457|nm0000594|nm0517370|nm0359430|nm0014873	1997
1797	Everest (1998)	Documentary|IMAX	120661	7.0	3398	nm0106451|nm0431971|nm0532263	nm0000553|nm1435207|nm2668499|nm0896853|nm2675800	1998
1798	Hush (1998)	Thriller	118744	5.5	13319	nm0200978	nm0001448|nm0000569|nm0000628|nm0001225|nm0000529	1998
1799	Suicide Kings (1997)	Comedy|Crime|Drama|Mystery|Thriller	120241	6.9	29250	nm0640964	nm0000686|nm0000686|nm0001459|nm0001218|nm0914786	1997
1801	Man in the Iron Mask, The (1998)	Action|Adventure|Drama	120744	6.5	179505	nm0908824	nm0000138|nm0000138|nm0000460|nm0000518|nm0000367	1998
1804	Newton Boys, The (1998)	Crime|Drama	120769	6.1	12427	nm0000500	nm0000190|nm0000160|nm0000240|nm0000352|nm0188687	1998
1805	Wild Things (1998)	Crime|Drama|Mystery|Thriller	120890	6.6	131451	nm0573796	nm0000102|nm0000117|nm0000369|nm0000612|nm0000622	1998
1806	Paulie (1998)	Adventure|Children|Comedy	125454	6.5	16301	nm0731253	nm0001687|nm0001724|nm0001507|nm0001117|nm0000746	1998
1807	Cool, Dry Place, A (1998)	Drama	120642	6.2	3143	nm0808807	nm0000681|nm0005321|nm0000725|nm0594951|nm0001701	1998
1809	Fireworks (Hana-bi) (1997)	Crime|Drama	119250	7.7	33357	nm0001429	nm0001429|nm0457229|nm0652592|nm0855398|nm0913880	1997
1810	Primary Colors (1998)	Comedy|Drama	119942	6.7	30169	nm0001566	nm0000237|nm0000668|nm0000870|nm0001306|nm0000671	1998
1812	Wide Awake (1998)	Children|Comedy|Drama	120510	5.8	4550	nm0796117	nm0189200|nm0717562|nm0001127|nm0001459|nm0005162	1998
1816	Two Girls and a Guy (1997)	Comedy|Drama	124179	5.5	8722	nm0864812	nm0000375|nm0001287|nm0906031|nm0202819|nm0886479	1997
1821	Object of My Affection, The (1998)	Comedy|Romance	120772	6.0	21577	nm0405336	nm0000098|nm0748620|nm0733812|nm0136760|nm0452822	1998
1824	Homegrown (1998)	Comedy|Thriller	119305	5.7	5066	nm0350455	nm0000671|nm0000279|nm0001488|nm0001475|nm0001475	1998
1825	The Players Club (1998)	Comedy|Drama	119905	5.8	7363	nm0001084	nm0513964|nm0930454|nm0253068|nm0933188|nm0321437	1998
1826	Barney's Great Adventure (1998)	Adventure|Children	120598	3.2	3653	nm0326837	nm0372493|nm0235250|nm0605080|nm0269479|nm0923852	1998
1827	Big One, The (1997)	Comedy|Documentary	124295	7.1	8052	nm0601619		1997
1829	Chinese Box (1997)	Drama|Romance	118851	6.2	3606	nm0911061	nm0000460|nm0000084|nm0001041|nm0401201|nm0524548	1997
1831	Lost in Space (1998)	Action|Adventure|Sci-Fi	120738	5.2	75049	nm0394280	nm0000198|nm0000198|nm0000458|nm0001455|nm0000211	1998
1833	Mercury Rising (1998)	Action|Drama|Thriller	120749	6.1	77910	nm0000887	nm0000246|nm0400816|nm0000285|nm0564277|nm0225332	1998
1834	Spanish Prisoner, The (1997)	Crime|Drama|Mystery|Thriller	120176	7.2	25951	nm0000519	nm0000188|nm0001262|nm0001714|nm0419633|nm0682071	1997
1835	City of Angels (1998)	Drama|Fantasy|Romance	120632	6.7	128127	nm0797869	nm0000115|nm0000212|nm0105672|nm0001240|nm0272173	1998
1836	Last Days of Disco, The (1998)	Comedy|Drama	120728	6.7	14417	nm0001775	nm0001721|nm0000295|nm0001177|nm0040015|nm0444832	1998
1837	Odd Couple II, The (1998)	Comedy	120773	6.4	10751	nm0222043	nm0000493|nm0000527|nm0726223|nm0001738|nm0910610	1998
1839	My Giant (1998)	Comedy	120765	5.0	7196	nm0499724	nm0000345|nm0613837|nm0000599|nm0001586|nm0138855	1998
1840	He Got Game (1998)	Drama	124718	6.9	51669	nm0000490	nm0000243|nm0000170|nm0020931|nm0206257|nm0004991	1998
1841	Gingerbread Man, The (1998)	Drama|Thriller	119196	5.7	11715	nm0000265	nm0000110|nm0001110|nm0000375|nm0000435|nm0000380	1998
1844	Live Flesh (Carne trÃ©mula) (1997)	Drama|Romance	118819	7.3	33792	nm0000264	nm0704721|nm0626202|nm0000849|nm0596807|nm0761103	1997
1845	Zero Effect (1998)	Comedy|Mystery|Thriller	120906	6.9	15363	nm0440458	nm0000597|nm0001774|nm0641939|nm0225332|nm0004911	1998
1848	Borrowers, The (1997)	Adventure|Children|Comedy|Fantasy	118755	5.9	23673	nm0382072	nm0000422|nm0000980|nm0931247|nm0408309|nm0627657	1997
1855	Krippendorf's Tribe (1998)	Comedy	120725	5.1	6365	nm0390844	nm0000377|nm0001184|nm0005169|nm0808376|nm0512015	1998
1856	Kurt & Courtney (1998)	Documentary	138563	6.1	7362	nm0112374		1998
1857	Real Blonde, The (1997)	Comedy	119987	6.1	4359	nm0001139	nm0000546|nm0001416|nm0000435|nm0001028|nm0000924	1997
1858	Mr. Nice Guy (Yat goh ho yan) (1997)	Action|Comedy	117786	6.2	28921	nm0005033	nm0000329|nm0636280|nm0497901|nm0572963|nm0280521	1997
1859	Taste of Cherry (Ta'm e guilass) (1997)	Drama	120265	7.7	37115	nm0452102	nm0259831|nm15318629|nm0049086|nm0602392|nm0634800	1997
1860	Character (Karakter) (1997)	Drama	119448	7.7	11339	nm0226016	nm0208798|nm0213912|nm0404806|nm0776926|nm0233288	1997
1862	Species II (1998)	Horror|Sci-Fi	120841	4.5	31426	nm0575389	nm0000449|nm0000514|nm0001339|nm0932112|nm0001169	1998
1863	Major League: Back to the Minors (1998)	Comedy	120742	4.7	8160	nm0912889	nm0000836|nm0000929|nm0371660|nm0410905|nm0196762	1998
1866	Big Hit, The (1998)	Action|Comedy|Crime	120609	6.0	31632	nm0939202	nm0000242|nm0001617|nm0000775|nm0000984|nm0940158	1998
1867	Tarzan and the Lost City (1998)	Action|Adventure	120856	4.0	2364	nm0770918	nm0000680|nm0001506|nm0905357|nm0637681|nm0782648	1998
1870	Dancer, Texas Pop. 81 (1998)	Comedy|Drama	118925	6.7	2602	nm0564827	nm0005227|nm0004906|nm0589976|nm0256121|nm0424534	1998
1873	MisÃ©rables, Les (1998)	Crime|Drama|Romance|War	119683	7.4	43275	nm0000806	nm0000553|nm0001691|nm0000235|nm0011478|nm0055291	1998
1875	Clockwatchers (1997)	Comedy	118866	6.6	6603	nm0819613	nm0001057|nm0000205|nm0001435|nm0005513|nm0280250	1997
1876	Deep Impact (1998)	Drama|Sci-Fi|Thriller	120647	6.2	191100	nm0001460	nm0000380|nm0000495|nm0000704|nm0000151|nm0000603	1998
1881	Quest for Camelot (1998)	Adventure|Animation|Children|Fantasy|Musical	120800	6.2	18139	nm0238865	nm0319698|nm0000144|nm0180639|nm0005550|nm0000198	1998
1882	Godzilla (1998)	Action|Sci-Fi|Thriller	120685	5.4	204416	nm0000386	nm0000111|nm0000606|nm0001623|nm0000279|nm0242656	1998
1883	Bulworth (1998)	Comedy|Drama|Romance	118798	6.8	27360	nm0000886	nm0000886|nm0000932|nm0011129|nm0034509|nm0000276	1998
1884	Fear and Loathing in Las Vegas (1998)	Adventure|Comedy|Drama	120669	7.5	302421	nm0000416	nm0000136|nm0001125|nm0001497|nm0324672|nm0147738	1998
1885	Opposite of Sex, The (1998)	Comedy|Drama|Romance	120777	6.4	21786	nm0740400	nm0000207|nm0233027|nm0001435|nm0005164|nm0301959	1998
1887	Almost Heroes (1998)	Adventure|Comedy|Western	119053	5.7	17800	nm0001302	nm0000394|nm0001612|nm0940158|nm0215916|nm0864538	1998
1888	Hope Floats (1998)	Comedy|Drama|Romance	119313	6.0	30359	nm0001845	nm0000113|nm0001065|nm0001687|nm0926165|nm0001595	1998
1889	Insomnia (1997)	Drama|Mystery|Thriller	119375	7.2	15655	nm0804408	nm0001745|nm0030153|nm0558801|nm0035277|nm0276534	1997
1891	Ugly, The (1997)	Horror|Thriller	120401	6.0	3135	nm0721944	nm0745408|nm0323163|nm0333968|nm0847715|nm0387623	1997
1892	Perfect Murder, A (1998)	Thriller	120787	6.6	92487	nm0001112	nm0000140|nm0000569|nm0001557|nm0837064|nm0002004	1998
1893	Beyond Silence (Jenseits der Stille) (1996)	Drama	116692	7.4	4595	nm0512862	nm0856500|nm0872653|nm0780462|nm0479608|nm0134388	1996
1894	Six Days Seven Nights (1998)	Adventure|Comedy|Romance	120828	5.9	83642	nm0718645	nm0000148|nm0000162|nm0001710|nm0005283|nm0607325	1998
1895	Can't Hardly Wait (1998)	Comedy|Drama|Romance	127723	6.5	54178	nm0253323|nm0438226	nm0001349|nm0256121|nm0001432|nm0024404|nm0004906	1998
1897	High Art (1998)	Drama|Romance	139362	6.6	11127	nm0158966	nm0593664|nm0000639|nm0165101|nm0542759|nm0584553	1998
1900	Children of Heaven, The (Bacheha-Ye Aseman) (1997)	Comedy|Drama	118849	8.2	81212	nm0006498	nm0619870|nm0268488|nm0781245|nm0415412|nm0764710	1997
1902	Dream for an Insomniac (1996)	Drama|Romance	116141	6.0	2961	nm0213329	nm0001746|nm0000098|nm0040015|nm0484678|nm0001025	1996
1904	Henry Fool (1997)	Comedy|Drama	122529	7.1	7912	nm0001325	nm0752876|nm0172082|nm0000205|nm0692216|nm0756839	1997
1906	Mr. Jealousy (1997)	Comedy|Romance	119717	6.3	2609	nm0000876	nm0000655|nm0001711|nm0001177|nm0415070|nm0001399	1997
1907	Mulan (1998)	Adventure|Animation|Children|Comedy|Drama|Musical|Romance	120762	7.7	318007	nm0051643|nm0176905	nm0001840|nm0000552|nm0000703|nm0001208|nm0001213	1998
1909	X-Files: Fight the Future, The (1998)	Action|Crime|Mystery|Sci-Fi|Thriller	120902	7.0	110381	nm0101385	nm0000141|nm0000096|nm0627453|nm0205657|nm0001445	1998
1910	I Went Down (1997)	Comedy|Crime|Drama	126344	6.8	2283	nm0106456	nm0322407|nm0567945|nm0126118|nm0932837|nm0568385	1997
1911	Dr. Dolittle (1998)	Comedy	118998	5.4	102388	nm0858525	nm0000552|nm0001967|nm0001115|nm0001624|nm0771493	1998
1912	Out of Sight (1998)	Comedy|Crime|Drama|Romance|Thriller	120780	7.0	99753	nm0001752	nm0000123|nm0000182|nm0000609|nm0001872|nm0732740	1998
1913	Picnic at Hanging Rock (1975)	Drama|Mystery	73540	7.4	41297	nm0001837	nm0731499|nm0483069|nm0337003|nm0607609|nm0157467	1975
1914	Smoke Signals (1998)	Comedy|Drama	120321	7.2	12653	nm0264220	nm0063440|nm0010963|nm0065942|nm0001200|nm0001987	1998
1916	Buffalo '66 (a.k.a. Buffalo 66) (1998)	Drama|Romance	118789	7.4	60655	nm0001252	nm0001252|nm0000207|nm0001262|nm0000620|nm0000275	1998
1917	Armageddon (1998)	Action|Romance|Sci-Fi|Thriller	120591	6.7	452238	nm0000881	nm0000246|nm0000671|nm0000255|nm0000239|nm0001599	1998
1918	Lethal Weapon 4 (1998)	Action|Comedy|Crime|Thriller	122151	6.6	172714	nm0001149	nm0000154|nm0000418|nm0000582|nm0000623|nm0001674	1998
1919	Madeline (1998)	Children|Comedy	123987	6.0	8068	nm0902939	nm0000531|nm0001329|nm0428201|nm0199842|nm0892992	1998
1920	Small Soldiers (1998)	Animation|Children|Fantasy|War	122718	6.3	106031	nm0001102	nm0000379|nm0808376|nm0189144|nm0001542|nm0932971	1998
1921	Pi (1998)	Drama|Sci-Fi|Thriller	138704	7.3	186801	nm0004716	nm0347797|nm0546797|nm0791570|nm0366466|nm0669126	1998
1922	Whatever (1998)	Drama	140688	6.4	1047	nm0804641	nm0917962|nm0604541|nm0002078|nm0744073|nm0726468	1998
1923	There's Something About Mary (1998)	Comedy|Romance	129387	7.1	330056	nm0125803|nm0268380	nm0000139|nm0000369|nm0001774|nm0262968|nm0254402	1998
1924	Plan 9 from Outer Space (1959)	Horror|Sci-Fi	52077	3.9	40586	nm0000248	nm0906966|nm0444740|nm0571958|nm0601146|nm0030838	1959
1926	Broadway Melody, The (1929)	Musical	19729	5.6	8050	nm0064600	nm0522281|nm0656105|nm0454558|nm0437304|nm0065156	1929
1927	All Quiet on the Western Front (1930)	Action|Drama|War	20629	8.1	67917	nm0587277	nm0000817|nm0938464|nm0942046|nm0524803|nm0018273	1930
1928	Cimarron (1931)	Drama|Western	21746	5.8	6973	nm0749484	nm0228715|nm0002050|nm0852347|nm0642042|nm0171873	1931
1929	Grand Hotel (1932)	Drama|Romance	22958	7.3	20952	nm0332539	nm0001256|nm0000858|nm0001076|nm0000891|nm0000859	1932
1931	Mutiny on the Bounty (1935)	Adventure|Drama	26752	7.6	24969	nm0515979	nm0001452|nm0000022|nm0867144|nm0612743|nm0703600	1935
1932	Great Ziegfeld, The (1936)	Drama|Musical	27698	6.6	9053	nm0502752	nm0001635|nm0001485|nm0707023|nm0604656|nm0108511	1936
1933	Life of Emile Zola, The (1937)	Drama	29146	7.2	9062	nm0226189	nm0612847|nm0814216|nm0771584|nm0390192|nm0187981	1937
1934	You Can't Take It with You (1938)	Comedy|Romance	30993	7.8	28003	nm0001008	nm0000795|nm0000071|nm0000859|nm0036427|nm0041681	1938
1936	Mrs. Miniver (1942)	Drama|War	35093	7.6	19538	nm0943758	nm0002093|nm0682074|nm0942863|nm0926599|nm0654239	1942
1937	Going My Way (1944)	Comedy|Drama|Musical	36872	7.0	13512	nm0564970	nm0001078|nm0280178|nm0570451|nm0113769|nm0516876	1944
1938	Lost Weekend, The (1945)	Drama	37884	7.9	40353	nm0000697	nm0001537|nm0943837|nm0856062|nm0196247|nm0235835	1945
1939	Best Years of Our Lives, The (1946)	Drama|War	36868	8.1	70903	nm0943758	nm0001485|nm0000763|nm0545298|nm0942863|nm0562920	1946
1940	Gentleman's Agreement (1947)	Drama	39416	7.2	17832	nm0001415	nm0000060|nm0570192|nm0002092|nm0002141|nm0720843	1947
1941	Hamlet (1948)	Drama	40416	7.6	18467	nm0000059	nm0000059|nm0001739|nm0491406|nm0460874|nm0703033	1948
1942	All the King's Men (1949)	Drama	41113	7.4	16661	nm0744035	nm0002024|nm0409869|nm0238445|nm0001135|nm0564790	1949
1944	From Here to Eternity (1953)	Drama|Romance|War	45793	7.6	51005	nm0003593	nm0000044|nm0001050|nm0000039|nm0001656|nm0000069	1953
1945	On the Waterfront (1954)	Crime|Drama	47296	8.1	165630	nm0001415	nm0000008|nm0001500|nm0002011|nm0001768|nm0377416	1954
1946	Marty (1955)	Drama|Romance	48356	7.7	27183	nm0542720	nm0000308|nm0086198|nm0591034|nm0162557|nm0544064	1955
1947	West Side Story (1961)	Drama|Musical|Romance	55614	7.6	121549	nm0730385|nm0936404	nm0000081|nm0001995|nm0000937|nm0848560|nm0001549	1961
1948	Tom Jones (1963)	Adventure|Comedy|Romance	57590	6.4	14320	nm0724798	nm0001215|nm0948772|nm0222627|nm0447499|nm0045967	1963
1949	Man for All Seasons, A (1966)	Drama	60665	7.7	37287	nm0003593	nm0006890|nm0384908|nm0001727|nm0571674|nm0000080	1966
1950	In the Heat of the Night (1967)	Drama|Mystery	61811	7.9	83845	nm0422484	nm0001627|nm0001768|nm0643105|nm0335519|nm0309588	1967
1951	Oliver! (1968)	Drama|Musical	63385	7.4	41553	nm0715346	nm0504492|nm0600531|nm0908861|nm0001657|nm0781183	1968
1952	Midnight Cowboy (1969)	Drama	64665	7.8	121427	nm0772259	nm0000163|nm0000685|nm0587249|nm0569410|nm0882853	1969
1953	French Connection, The (1971)	Action|Crime|Thriller	67116	7.7	136315	nm0001243	nm0000432|nm0001702|nm0721073|nm0516215|nm0102566	1971
1954	Rocky (1976)	Drama	75148	8.1	631161	nm0000814	nm0000230|nm0001735|nm0949350|nm0001835|nm0580565	1976
1955	Kramer vs. Kramer (1979)	Drama	79417	7.8	155227	nm0000914	nm0000163|nm0000658|nm0000737|nm0377888|nm0003318	1979
1956	Ordinary People (1980)	Drama	81283	7.7	56909	nm0000602	nm0000661|nm0001546|nm0002139|nm0000459|nm0001826	1980
1957	Chariots of Fire (1981)	Drama	82158	7.1	66120	nm0399853	nm0002027|nm0153182|nm0268297|nm0369814|nm0314776	1981
1958	Terms of Endearment (1983)	Comedy|Drama	86425	7.4	65787	nm0000985	nm0000511|nm0000700|nm0000197|nm0000362|nm0001099	1983
1959	Out of Africa (1985)	Drama|Romance	89755	7.1	86741	nm0001628	nm0000658|nm0000602|nm0001970|nm0457655|nm0100942	1985
1960	Last Emperor, The (1987)	Drama	93389	7.7	111897	nm0000934	nm0518821|nm0001040|nm0000564|nm0948078|nm0939378	1987
1961	Rain Man (1988)	Drama	95953	8.0	548737	nm0001469	nm0000163|nm0000129|nm0000420|nm0596520|nm0613789	1988
1962	Driving Miss Daisy (1989)	Drama	97239	7.3	117923	nm0000915	nm0000151|nm0001788|nm0000101|nm0526985|nm0738354	1989
1963	Take the Money and Run (1969)	Comedy|Crime	65063	7.2	31535	nm0000095	nm0000095|nm0546755|nm0384787|nm0404985|nm0152452	1969
1964	Klute (1971)	Drama|Mystery	67309	7.1	29780	nm0001587	nm0000404|nm0000661|nm0162541|nm0001702|nm0873148	1971
1965	Repo Man (1984)	Comedy|Sci-Fi	87995	6.9	41526	nm0007182	nm0001765|nm0000389|nm0910145|nm0000848|nm0724784	1984
1966	Metropolitan (1990)	Comedy	100142	7.3	12450	nm0001775	nm0267449|nm0166221|nm0001177|nm0629737|nm0661708	1990
1967	Labyrinth (1986)	Adventure|Fantasy|Musical	91369	7.3	150370	nm0001345	nm0000309|nm0000124|nm0296614|nm0860712|nm0539095	1986
1968	Breakfast Club, The (1985)	Comedy|Drama	88847	7.8	438576	nm0000455	nm0000389|nm0000555|nm0000208|nm0000639|nm0322339	1985
1969	Nightmare on Elm Street 2: Freddy's Revenge, A (1985)	Horror	89686	5.4	77842	nm0794791	nm0000387|nm0666593|nm0616766|nm0750852|nm0347656	1985
1970	Nightmare on Elm Street 3: Dream Warriors, A (1987)	Horror|Thriller	93629	6.6	90777	nm0751080	nm0000486|nm0000387|nm0913738|nm0000099|nm0756209	1987
1971	Nightmare on Elm Street 4: The Dream Master, A (1988)	Horror|Thriller	95742	5.6	61954	nm0001317	nm0000387|nm0247672|nm0065806|nm0102779|nm0120401	1988
1972	Nightmare on Elm Street 5: The Dream Child, A (1989)	Horror	97981	5.0	50918	nm0394280	nm0000387|nm0928244|nm0591702|nm0368397|nm0026692	1989
1973	Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)	Horror	101917	4.7	51204	nm0003080	nm0000387|nm0005571|nm0338625|nm0213034|nm0517648	1991
1974	Friday the 13th (1980)	Horror|Mystery|Thriller	80761	6.4	158183	nm0192446	nm0658133|nm0454415|nm0852551|nm0604987|nm0000102	1980
1975	Friday the 13th Part 2 (1981)	Horror	82418	6.1	78175	nm0591171	nm0658133|nm0824386|nm0298859|nm0454415|nm0048661	1981
1976	Friday the 13th Part 3: 3D (1982)	Horror	83972	5.6	60742	nm0591171	nm0454011|nm0767394|nm0111777|nm0050676|nm0153038	1982
1977	Friday the 13th Part IV: The Final Chapter (1984)	Horror	87298	6.0	59514	nm0957263	nm0026687|nm0036978|nm0059228|nm0065206|nm0263577	1984
1978	Friday the 13th Part V: A New Beginning (1985)	Horror	89173	4.7	44174	nm0826164	nm0455687|nm0791803|nm0057450|nm0060822|nm0060822	1985
1979	Friday the 13th Part VI: Jason Lives (1986)	Horror	91080	6.0	51503	nm0572951	nm0558726|nm0177438|nm0434563|nm0634729|nm0429083	1986
1980	Friday the 13th Part VII: The New Blood (1988)	Horror	95179	5.2	42593	nm0119106	nm0435218|nm0052079|nm0652965|nm0089454|nm0661983	1988
1981	Friday the 13th Part VIII: Jason Takes Manhattan (1989)	Horror	97388	4.5	43314	nm0373154	nm0196762|nm0387987|nm0129445|nm0667330|nm0592428	1989
1982	Halloween (1978)	Horror	77651	7.7	308047	nm0000118	nm0000587|nm0000130|nm0602985|nm0477341|nm0001753	1978
1983	Halloween II (1981)	Horror	82495	6.5	102080	nm0742819	nm0000130|nm0000587|nm0194234|nm0469552|nm0346411	1981
1984	Halloween III: Season of the Witch (1982)	Horror	85636	5.1	61220	nm0908890	nm0040662|nm0625030|nm0641397|nm0192980|nm0833182	1982
1985	Halloween 4: The Return of Michael Myers (1988)	Horror	95271	5.8	58841	nm0514546	nm0000587|nm0332081|nm0364583|nm0928111|nm0329029	1988
1986	Halloween 5: The Revenge of Michael Myers (1989)	Horror	97474	4.9	47249	nm0652860	nm0000587|nm0364583|nm0332081|nm0823462|nm0484870	1989
1987	Prom Night (1980)	Horror	81383	5.3	21144	nm0528420	nm0000558|nm0000130|nm0828309|nm0551926|nm0100949	1980
1990	Prom Night IV: Deliver Us From Evil (1992)	Horror	105179	4.1	2113	nm0097379	nm0207498|nm0437249|nm0849653|nm0315465|nm0532342	1992
1991	Child's Play (1988)	Horror|Thriller	94862	6.7	117529	nm0276169	nm0382819|nm0001697|nm0898571|nm0000374|nm0000374	1988
1992	Child's Play 2 (1990)	Horror|Thriller	99253	5.9	58002	nm0480843	nm0898571|nm0000256|nm0334057|nm0253705|nm0000374	1990
1993	Child's Play 3 (1991)	Comedy|Horror|Thriller	103956	5.2	46463	nm0070474	nm0923529|nm0716275|nm0843199|nm0003910|nm0414820	1991
1994	Poltergeist (1982)	Horror|Thriller	84516	7.3	180366	nm0001361	nm0001851|nm0001576|nm0005266|nm0833152|nm0001161	1982
1995	Poltergeist II: The Other Side (1986)	Horror|Thriller	91778	5.7	30050	nm0001270	nm0001851|nm0005266|nm0001576|nm0732319|nm0748289	1986
1996	Poltergeist III (1988)	Horror|Thriller	95889	4.7	20581	nm0792446	nm0001576|nm0000643|nm0000262|nm0748289|nm0001223	1988
1997	Exorcist, The (1973)	Horror|Mystery	70047	8.1	457076	nm0001243	nm0000995|nm0001884|nm0000304|nm0002011|nm0935345	1973
1998	Exorcist II: The Heretic (1977)	Horror	76009	3.8	28512	nm0000958|nm0657853	nm0000009|nm0000304|nm0001221|nm0001884|nm0935345	1977
1999	Exorcist III, The (1990)	Horror	99528	6.5	39142	nm0087861	nm0001715|nm0281130|nm0000374|nm0588553|nm0932116	1990
2000	Lethal Weapon (1987)	Action|Comedy|Crime|Drama	93409	7.6	277515	nm0001149	nm0000154|nm0000418|nm0000997|nm0752751|nm0040662	1987
2001	Lethal Weapon 2 (1989)	Action|Comedy|Crime|Drama	97733	7.3	189593	nm0001149	nm0000154|nm0000418|nm0000582|nm0000475|nm0000722	1989
2002	Lethal Weapon 3 (1992)	Action|Comedy|Crime|Drama	104714	6.7	179106	nm0001149	nm0000154|nm0000418|nm0000582|nm0000623|nm0934179	1992
2003	Gremlins (1984)	Comedy|Horror	87363	7.3	248865	nm0001102	nm0002090|nm0000121|nm0001924|nm0521829|nm0525601	1984
2004	Gremlins 2: The New Batch (1990)	Comedy|Horror	99700	6.4	113212	nm0001102|nm0005062	nm0002090|nm0000121|nm0005177|nm0709704|nm0001278	1990
2005	Goonies, The (1985)	Action|Adventure|Children|Comedy|Fantasy	89218	7.7	299663	nm0001149	nm0000276|nm0000982|nm0169480|nm0000397|nm0338061	1985
2006	Mask of Zorro, The (1998)	Action|Comedy|Romance	120746	6.8	198468	nm0132709	nm0000104|nm0000104|nm0000164|nm0000164|nm0001876	1998
2007	Polish Wedding (1998)	Comedy	119910	5.5	3441	nm0175115	nm0000132|nm0000321|nm0000565|nm0103044|nm0472687	1998
2008	This World, Then the Fireworks (1997)	Crime|Drama|Film-Noir	117898	5.3	1336	nm0643422	nm0000708|nm0000153|nm0243838|nm0167810|nm0360106	1997
2009	Soylent Green (1973)	Drama|Mystery|Sci-Fi|Thriller	70723	7.0	70829	nm0281507	nm0000032|nm0000064|nm0853375|nm0168035|nm0001072	1973
2010	Metropolis (1927)	Drama|Sci-Fi	17136	8.3	186194	nm0000485	nm0375609|nm0375609|nm0375609|nm0002154|nm0297054	1927
2011	Back to the Future Part II (1989)	Adventure|Comedy|Sci-Fi	96874	7.8	575166	nm0000709	nm0000150|nm0000150|nm0000150|nm0000502|nm0000670	1989
2012	Back to the Future Part III (1990)	Adventure|Comedy|Sci-Fi|Western	99088	7.4	482825	nm0000709	nm0000150|nm0000150|nm0000502|nm0005460|nm0001855	1990
2013	Poseidon Adventure, The (1972)	Action|Adventure|Drama	69113	7.1	49428	nm0623768	nm0000432|nm0000308|nm0001859|nm0000999|nm0528595	1972
